customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00351,Male,0,No,No,53,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,33.34,3249.21,Yes
CUST_00352,Male,0,Yes,No,63,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,107.99,2779.47,Yes
CUST_00353,Female,1,Yes,No,39,Yes,No,No,No,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,71.07,3546.52,No
CUST_00354,Female,0,Yes,No,58,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,28.23,5098.06,No
CUST_00355,Male,0,Yes,Yes,54,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,81.67,1056.91,Yes
CUST_00356,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer,20.91,2253.78,No
CUST_00357,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,97.6,4110.42,No
CUST_00358,Male,0,No,No,59,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.06,2593.03,No
CUST_00359,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,41.26,7929.57,No
CUST_00360,Female,0,No,Yes,1,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,57.48,3508.31,No
CUST_00361,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,20.78,6971.41,No
CUST_00362,Male,0,No,Yes,48,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,89.37,7182.43,No
CUST_00363,Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Bank transfer,52.27,6704.46,No
CUST_00364,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.16,470.5,No
CUST_00365,Male,0,No,Yes,60,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer,115.67,7587.2,No
CUST_00366,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,No,Mailed check,49.95,1117.07,No
CUST_00367,Female,0,No,No,24,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,119.02,371.79,Yes
CUST_00368,Male,1,Yes,No,35,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,83.27,3373.52,Yes
CUST_00369,Male,1,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,44.21,1637.61,No
CUST_00370,Female,0,No,No,57,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,63.68,1555.15,No
CUST_00371,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,94.05,2373.77,No
CUST_00372,Female,0,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,64.65,2062.4,Yes
CUST_00373,Female,0,Yes,No,38,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,26.85,5509.88,Yes
CUST_00374,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,36.86,1575.54,No
CUST_00375,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,99.13,4390.63,No
CUST_00376,Female,0,No,No,43,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,84.84,7892.77,No
CUST_00377,Male,0,No,No,28,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,76.98,3515.82,Yes
CUST_00378,Female,0,No,No,58,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,36.76,5170.8,No
CUST_00379,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer,103.78,7758.04,No
CUST_00380,Female,0,Yes,No,8,No,No phone service,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,116.07,1187.35,No
CUST_00381,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,24.09,3407.0,No
CUST_00382,Female,0,Yes,No,28,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,27.8,6816.52,No
CUST_00383,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer,108.47,7465.21,No
CUST_00384,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,101.56,4849.76,No
CUST_00385,Female,0,No,No,15,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer,81.79,1233.02,No
CUST_00386,Male,0,Yes,No,2,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,114.5,7221.63,Yes
CUST_00387,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,84.64,1478.13,Yes
CUST_00388,Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,41.6,2887.74,No
CUST_00389,Male,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,92.86,3066.51,Yes
CUST_00390,Male,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,84.57,3633.6,Yes
CUST_00391,Male,1,Yes,Yes,41,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Two year,No,Credit card,118.57,6342.31,No
CUST_00392,Female,1,No,No,41,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,41.39,6436.94,No
CUST_00393,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card,79.79,5785.28,No
CUST_00394,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,98.02,274.82,No
CUST_00395,Female,0,Yes,No,10,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,53.9,4562.28,No
CUST_00396,Female,0,No,Yes,53,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,57.97,6005.19,No
CUST_00397,Female,1,Yes,Yes,15,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Electronic check,108.79,3612.54,No
CUST_00398,Female,0,No,No,7,Yes,No,No,No,No,No,Yes,No,Yes,One year,No,Mailed check,60.42,7564.99,Yes
CUST_00399,Male,0,No,No,58,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,82.47,6608.1,Yes
CUST_00400,Female,0,No,No,56,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,108.92,5141.43,No
CUST_00401,Female,0,No,Yes,39,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,40.98,593.16,Yes
CUST_00402,Male,0,No,No,58,Yes,No phone service,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,118.19,5253.54,Yes
CUST_00403,Male,0,No,No,1,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,90.2,7301.48,Yes
CUST_00404,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,69.61,3097.62,No
CUST_00405,Female,1,Yes,No,43,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,63.09,6721.25,No
CUST_00406,Female,1,No,No,10,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,115.44,2573.97,No
CUST_00407,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,No,Mailed check,40.57,4603.82,Yes
CUST_00408,Female,0,No,No,49,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,51.17,5222.55,No
CUST_00409,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,50.78,5456.16,Yes
CUST_00410,Male,0,No,No,22,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,48.9,7072.14,No
CUST_00411,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,66.85,1953.52,No
CUST_00412,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.92,2172.72,No
CUST_00413,Male,0,No,Yes,61,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer,108.88,5661.92,No
CUST_00414,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,52.79,1499.83,No
CUST_00415,Male,0,Yes,No,66,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card,62.29,3767.74,No
CUST_00416,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,86.95,258.27,No
CUST_00417,Female,1,No,Yes,66,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card,21.72,1213.74,No
CUST_00418,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,102.02,5462.89,No
CUST_00419,Female,0,Yes,No,0,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,107.98,6004.95,No
CUST_00420,Female,1,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,105.72,1011.02,No
CUST_00421,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,57.51,1898.91,No
CUST_00422,Female,1,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,Yes,Bank transfer,66.2,881.35,Yes
CUST_00423,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,21.24,3523.96,No
CUST_00424,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,59.94,1096.32,No
CUST_00425,Male,0,No,No,6,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,66.04,3554.64,No
CUST_00426,Male,0,No,Yes,21,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.7,5883.58,Yes
CUST_00427,Female,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,109.4,5498.77,No
CUST_00428,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer,116.61,2315.64,No
CUST_00429,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,108.51,5422.72,No
CUST_00430,Male,0,Yes,No,69,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer,20.82,7428.93,No
CUST_00431,Female,1,No,No,32,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,84.15,2845.44,No
CUST_00432,Male,1,Yes,No,27,No,Yes,No,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,26.82,2700.04,No
CUST_00433,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.26,4614.37,Yes
CUST_00434,Female,0,No,No,0,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,77.83,2039.46,No
CUST_00435,Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,90.06,5247.47,No
CUST_00436,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,85.46,6674.87,No
CUST_00437,Female,1,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,24.91,3728.62,No
CUST_00438,Male,0,Yes,No,69,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,30.36,5468.11,No
CUST_00439,Male,0,Yes,Yes,20,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Electronic check,32.86,5249.89,No
CUST_00440,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,29.14,405.46,No
CUST_00441,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,37.82,1548.99,No
CUST_00442,Male,0,Yes,No,59,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,88.85,7158.89,No
CUST_00443,Female,1,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,103.08,7517.25,No
CUST_00444,Female,0,No,No,49,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,60.88,6265.47,No
CUST_00445,Male,0,No,No,47,Yes,No,No,No internet service,No,No internet service,Yes,No,No,One year,Yes,Credit card,89.28,7377.86,Yes
CUST_00446,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,40.0,2518.57,No
CUST_00447,Female,1,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,117.33,2056.92,No
CUST_00448,Male,1,No,Yes,58,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,55.0,3135.97,Yes
CUST_00449,Female,0,No,No,28,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,No,Mailed check,104.59,537.2,No
CUST_00450,Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer,114.54,6497.99,No
CUST_00451,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,106.47,7874.99,No
CUST_00452,Female,0,No,No,1,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,26.71,6609.83,No
CUST_00453,Female,1,No,No,7,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,85.03,4484.31,No
CUST_00454,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,32.01,2432.73,No
CUST_00455,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card,20.57,1661.81,No
CUST_00456,Female,0,Yes,No,47,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.18,2976.1,No
CUST_00457,Female,0,Yes,No,26,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,111.61,5369.06,No
CUST_00458,Male,0,Yes,No,19,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,110.85,3631.79,No
CUST_00459,Male,0,No,No,11,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Credit card,42.58,7479.07,No
CUST_00460,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,74.71,6848.34,Yes
CUST_00461,Male,0,Yes,No,60,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,115.5,908.96,Yes
CUST_00462,Female,0,No,No,30,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.67,1139.05,No
CUST_00463,Male,0,No,No,60,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer,59.36,5442.29,Yes
CUST_00464,Female,0,No,No,66,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,68.32,1923.07,No
CUST_00465,Male,0,No,Yes,34,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,99.02,6349.14,No
CUST_00466,Female,0,Yes,No,14,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,67.73,4771.73,Yes
CUST_00467,Male,0,No,Yes,15,No,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,No,Bank transfer,98.33,1915.66,Yes
CUST_00468,Male,0,Yes,No,12,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.17,3881.63,No
CUST_00469,Female,0,Yes,No,34,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card,45.2,3308.0,No
CUST_00470,Male,0,No,Yes,58,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,52.65,6997.96,No
CUST_00471,Female,1,Yes,No,20,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,27.78,354.08,No
CUST_00472,Male,0,No,No,53,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,69.74,7177.17,Yes
CUST_00473,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card,34.81,5251.45,Yes
CUST_00474,Male,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card,101.15,5926.55,No
CUST_00475,Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.06,120.6,No
CUST_00476,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,Two year,No,Credit card,96.5,5063.09,No
CUST_00477,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,115.45,4749.04,No
CUST_00478,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card,104.95,4343.92,No
CUST_00479,Female,0,No,No,48,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer,115.15,6308.35,Yes
CUST_00480,Female,0,No,Yes,31,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,76.79,4491.38,Yes
CUST_00481,Female,0,Yes,No,54,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,36.53,6871.07,No
CUST_00482,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,113.54,1937.79,No
CUST_00483,Female,0,Yes,Yes,2,Yes,No phone service,No,No internet service,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.85,6467.26,Yes
CUST_00484,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,106.44,1516.57,No
CUST_00485,Female,0,Yes,No,9,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,89.33,6523.63,No
CUST_00486,Male,0,No,No,24,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,82.49,7529.66,No
CUST_00487,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,21.47,2751.98,Yes
CUST_00488,Male,0,No,No,60,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,94.81,4286.1,No
CUST_00489,Male,1,No,No,28,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,29.15,5300.8,No
CUST_00490,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,No,Credit card,45.98,727.83,Yes
CUST_00491,Male,0,Yes,Yes,42,Yes,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,75.15,4003.24,No
CUST_00492,Male,0,No,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,65.17,2948.62,No
CUST_00493,Female,0,No,No,60,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.58,6992.4,No
CUST_00494,Male,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Electronic check,102.4,7025.77,No
CUST_00495,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card,107.88,5636.16,No
CUST_00496,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Credit card,88.19,5280.22,No
CUST_00497,Female,0,Yes,No,47,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,74.11,5896.14,No
CUST_00498,Male,1,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Credit card,116.07,2991.3,No
CUST_00499,Female,0,No,No,10,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card,32.0,3295.7,No
CUST_00500,Male,0,Yes,No,54,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,93.79,4474.27,Yes
CUST_00501,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,32.84,7510.42,No
CUST_00502,Male,1,Yes,No,68,No,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,58.18,5819.6,Yes
CUST_00503,Female,0,Yes,No,62,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card,78.55,4452.82,Yes
CUST_00504,Male,1,Yes,Yes,58,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,93.71,6186.26,No
CUST_00505,Male,0,No,Yes,4,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,One year,No,Bank transfer,20.37,3030.03,No
CUST_00506,Female,0,No,No,50,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,46.06,5870.69,Yes
CUST_00507,Male,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Bank transfer,73.82,3344.34,No
CUST_00508,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,73.29,2309.33,No
CUST_00509,Female,0,Yes,No,49,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card,83.76,4916.82,No
CUST_00510,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,50.39,5526.33,No
CUST_00511,Female,1,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card,74.05,3728.42,Yes
CUST_00512,Male,1,Yes,No,37,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,38.98,4567.46,Yes
CUST_00513,Female,0,No,No,24,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer,38.69,5583.12,No
CUST_00514,Female,0,No,No,13,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,77.66,6164.91,Yes
CUST_00515,Male,1,Yes,No,31,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,88.55,7175.01,Yes
CUST_00516,Female,0,Yes,Yes,10,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,32.04,2900.9,No
CUST_00517,Female,0,Yes,No,60,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,32.28,7616.67,No
CUST_00518,Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.53,5134.51,No
CUST_00519,Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,No,Bank transfer,47.01,6322.84,Yes
CUST_00520,Female,0,Yes,No,54,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Credit card,59.24,5628.18,No
CUST_00521,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,60.07,1724.02,No
CUST_00522,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,37.86,664.36,Yes
CUST_00523,Male,1,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Credit card,20.13,5837.66,No
CUST_00524,Female,1,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,No,Electronic check,105.32,4137.32,Yes
CUST_00525,Male,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,91.5,5647.49,No
